Index,x,y,size,angle,response
540,1388.69,540.002,7.98757,182.04,0.0911563
541,1391.03,339.158,5.04035,242.938,0.0220446
542,1397.09,501.951,5.93023,132.42,0.0651396
543,1397.09,501.951,5.93023,210.098,0.0651396
544,1407.97,500.564,10.8271,289.798,0.084369
545,1413.69,509.488,6.9213,58.562,0.0510733
546,1413.69,509.488,6.9213,80.7894,0.0510733
547,1413.82,510.3,7.64579,60.4568,0.0514164
548,1414.64,374.783,24.4142,75.8263,0.0478241
549,1417.84,397.203,6.45637,213.203,0.0670935
550,1417.84,397.203,6.45637,294.069,0.0670935
551,1421.43,408.254,11.2011,127.869,0.0774771
552,1430.01,373.649,8.62187,218.671,0.0437076
553,1430.74,336.397,4.70751,288.618,0.0244354
554,1432.01,408.081,6.3735,6.01543,0.0454761
555,1432.01,408.081,6.3735,330.923,0.0454761
556,1438.37,671.555,5.26458,39.8439,0.0256323
557,1439.9,419.715,4.4188,321.198,0.0262486
558,1443.39,664.203,4.39982,39.7958,0.0263947
559,1446.08,362.401,6.05783,137.084,0.0512235
560,1446.08,362.401,6.05783,218.151,0.0512235
561,1447.91,426.936,6.31647,326.558,0.0402348
562,1447.92,501.902,6.85517,67.9042,0.0631984
563,1447.92,501.902,6.85517,146.523,0.0631984
564,1451.48,489.777,12.2103,213.584,0.0780303
565,1456.52,364.265,9.75637,69.7618,0.0581002
566,1457.23,458.242,11.2505,170.219,0.078608
567,1458.33,444.919,6.07438,226.753,0.0723255
568,1458.33,444.919,6.07438,327.348,0.0723255
569,1459.8,356.564,4.94945,264.978,0.0377662
570,1464.4,500.934,4.09416,328.125,0.0289675
571,1474.66,505.812,8.21937,307.727,0.0444678
572,1475.52,369.23,5.82515,94.7678,0.0344069
573,1478.62,400.272,31.0841,82.7437,0.0527642
574,1486.68,398.239,27.2078,89.4354,0.0524473
575,1486.68,398.239,27.2078,234.077,0.0524473
576,1488.17,490.535,25.6986,12.6596,0.0455416
577,1488.17,490.535,25.6986,218.295,0.0455416
578,1500.05,362.691,5.05975,300.57,0.0248429
579,1504.32,383.359,3.26397,138.436,0.0237557
580,1508.99,504.693,3.29184,89.7735,0.027925
581,1512.89,488.81,5.35417,237.237,0.0388504
582,1513.71,373.958,5.42526,319.669,0.0251116
583,1515.77,405.675,6.55969,161.172,0.0680208
584,1515.77,405.675,6.55969,249.625,0.0680208
585,1525.25,411.559,10.5012,98.4767,0.0606398
586,1533.57,406.787,6.13211,309.287,0.033087
587,1534.5,484.497,13.0002,10.385,0.0882153
588,1534.5,484.497,13.0002,227.677,0.0882153
589,1535.45,449.992,26.9785,103.745,0.0457545
590,1541.45,471.091,6.13554,12.4215,0.0844812
591,1541.45,471.091,6.13554,227.895,0.0844812
592,1544.32,429.686,4.1641,128.231,0.0271395
593,1545.09,479.215,5.44318,10.1815,0.045282
594,1548.89,466.346,4.28522,334.255,0.0165072
595,1551.73,441.583,8.03892,140.117,0.0448458
596,1554.79,420.241,5.34349,310.686,0.0245834
597,1569.38,518.362,5.11788,20.3897,0.0279988
598,1573,508.549,5.13129,19.9636,0.0262047
